,공동유대,신협 점포명,본 / 지점 구분,(우편번호)주 소
81,지역,전주복지신용협동조합,지점,"(561834) 전라북도 전주시 덕진구 건산로 254-1(인후동1가,다세대)"
82,지역,전주삼천신용협동조합,본점,(55086) 전라북도 전주시 완산구 용리로 8(삼천동1가)
83,지역,전주삼천신용협동조합,지점,(55083) 전라북도 전주시 완산구 용리로 143(삼천동1가)
84,지역,전주상진신용협동조합,본점,(54996) 전라북도 전주시 완산구 대동로 67(태평동)
85,지역,전주상진신용협동조합,지점,(54938) 전라북도 전주시 덕진구 숲정이로 55(진북동)
86,지역,전주상진신용협동조합,지점,(54977) 전라북도 전주시 완산구 산월2길 44(중화산동2가)
87,지역,전주성가신용협동조합,본점,(55123) 전라북도 전주시 완산구 소대배기로 5(평화동2가)
88,지역,전주성가신용협동조합,지점,(560815) 전라북도 전주시 완산구 공수내로 9(서서학동)
89,지역,전주성가신용협동조합,지점,(560801) 전라북도 전주시 완산구 호암로 79(효자동2가)
90,지역,전주성가신용협동조합,지점,(560845) 전라북도 전주시 완산구 평화14길 28-17(평화동1가)
91,지역,전주중산신용협동조합,본점,(55049) 전라북도 전주시 완산구 서원로 298(중화산동2가)
92,지역,전주중산신용협동조합,지점,(55079) 전라북도 전주시 완산구 효천중앙로 17(효자동2가)
93,지역,전주중앙신용협동조합,본점,(54996) 전라북도 전주시 완산구 팔달로 269(서노송동)
94,지역,전주중앙신용협동조합,지점,(54922) 전라북도 전주시 덕진구 조경단로 54(금암동)
95,지역,전주파티마신용협동조합,본점,(54969) 전라북도 전주시 완산구 홍산로 250(효자동3가)
96,지역,전주파티마신용협동조합,지점,(55080) 전라북도 전주시 완산구 용머리로 28(효자동1가)
97,지역,전주파티마신용협동조합,지점,(560852) 전라북도 전주시 완산구 용머리로 154(효자동1가)
98,지역,전주파티마신용협동조합,지점,(560500) 전라북도 전주시 덕진구 오공로 43(중동)
99,지역,전평신용협동조합,본점,(54822) 전라북도 전주시 덕진구 천마산로 65(송천동2가)
100,지역,정읍애신용협동조합,본점,(580905) 전라북도 정읍시 신태인읍정신로 1143-1
101,지역,정읍애신용협동조합,지점,(56165) 전라북도 정읍시 초산로 80(수성동)
102,지역,함열신용협동조합,본점,(54511) 전라북도 익산시 함열읍함열로 58
103,지역,호성신용협동조합,본점,(561823) 전라북도 전주시 덕진구 견훤로 499(우아동3가)
104,지역,황등신용협동조합,본점,(54533) 전라북도 익산시 황등면황등로 171
105,지역,황등신용협동조합,지점,(54643) 전라북도 익산시 약촌로 241(영등동)
106,지역,황등창조신용협동조합,본점,(54533) 전라북도 익산시 황등면황등로 77
107,단체,원광신용협동조합,본점,(560023) 전라북도 전주시 완산구 팔달로 192-4(경원동3가)
108,단체,원광신용협동조합,지점,(561836) 전라북도 전주시 덕진구 팔달로 340(진북동)
109,단체,전북서부항운노조신용협동조합,본점,(573030) 전라북도 군산시 해망로 251(장미동)
110,단체,전북치과의사신용협동조합,본점,(560767) 전라북도 전주시 완산구 백제대로 196(중화산동2가)
111,단체,전주개인택시신용협동조합,본점,(54884) 전라북도 전주시 완산구 온고을로 170-15(효자동3가)
112,직장,셰플러코리아신용협동조합,본점,(54854) 전라북도 전주시 덕진구 팔과정로 17(팔복동3가)
113,직장,예수병원신용협동조합,본점,(54987) 전라북도 전주시 완산구 서원로 365(중화산동1가)
114,직장,전북고속신용협동조합,본점,(54933) 전라북도 전주시 덕진구 가리내로 30(금암동)
115,직장,전주대학교신용협동조합,본점,(55069) 전라북도 전주시 완산구 천잠로 303(효자동2가)
116,직장,전주페이퍼신용협동조합,본점,(54885) 전라북도 전주시 덕진구 팔복로 59(팔복동2가)
117,직장,진안군청신용협동조합,본점,(55434) 전라북도 진안군 진안읍중앙로 67
118,직장,타타대우상용차신용협동조합,본점,(573715) 전라북도 군산시 동장산로 172(소룡동)
