,공동유대,신협 점포명,본 / 지점 구분,(우편번호)주 소
61,지역,성모신용협동조합,본점,(49070) 부산광역시 영도구 꿈나무길 258(영선동3가)
62,지역,성모신용협동조합,지점,(49036) 부산광역시 영도구 태종로 97-1(대교동2가)
63,지역,송도신용협동조합,본점,(49246) 부산광역시 서구 구덕로 130(토성동5가)
64,지역,승학신용협동조합,본점,(49327) 부산광역시 사하구 낙동대로 420(당리동)
65,지역,승학신용협동조합,지점,(49350) 부산광역시 사하구 낙동대로 185-1(괴정동)
66,지역,온천장신용협동조합,본점,(46300) 부산광역시 금정구 온천장로125번길 46(장전동)
67,지역,자갈치신용협동조합,본점,(600045) 부산광역시 중구 자갈치로60번길 4(남포동5가)
68,지역,청십자신용협동조합,본점,(48791) 부산광역시 동구 중앙대로349번길 32(수정동)
69,지역,태종대신용협동조합,본점,(606806) 부산광역시 영도구 동삼로 84(동삼동)
70,지역,해운대신용협동조합,본점,(48009) 부산광역시 해운대구 신반송로 203-5(반송동)
71,지역,해운대신용협동조합,지점,(48018) 부산광역시 해운대구 아랫반송로 34(반송동)
72,지역,해운대신용협동조합,지점,(48095) 부산광역시 해운대구 구남로 5(우동)
73,지역,해운대신용협동조합,지점,(48111) 부산광역시 해운대구 세실로 37(좌동)
74,단체,부산공동어시장신용협동조합,본점,(49255) 부산광역시 서구 충무대로 202(남부민동)
75,단체,부산시약사신용협동조합,본점,(48307) 부산광역시 수영구 광남로 18(남천동)
76,단체,부산울산경남건설기계신용협동조합,본점,(47247) 부산광역시 부산진구 전포대로255번길 43-10(전포동)
77,단체,부산원광신용협동조합,본점,(48947) 부산광역시 중구 광복중앙로33번길 10(신창동1가)
78,단체,부산의사신용협동조합,본점,(48972) 부산광역시 중구 중구로 121(대청동4가)
79,단체,부산장우신용협동조합,본점,(48814) 부산광역시 동구 초량상로 90-1(초량동)
80,단체,부산장우신용협동조합,지점,"(49515) 부산광역시 사하구 다송로 23(다대동,다대 롯데캐슬 블루)"
81,단체,부산장우신용협동조합,지점,(48814) 부산광역시 동구 초량상로 90-1(초량동)
82,단체,부산치과의사신용협동조합,본점,(611800) 부산광역시 연제구 월드컵대로 190(거제동)
83,단체,부산택시신용협동조합,본점,(48729) 부산광역시 동구 중앙대로 336(초량동)
84,단체,부산항운노조신용협동조합,본점,(48940) 부산광역시 중구 충장대로 24(중앙동4가)
85,단체,부산항운노조신용협동조합,지점,(46767) 부산광역시 강서구 신항로 96-87(성북동)
86,단체,영남치과기공사신용협동조합,본점,(611804) 부산광역시 연제구 거제천로 67(거제동)
87,직장,고신신용협동조합,본점,(49267) 부산광역시 서구 감천로 262(암남동)
88,직장,동아대학교병원신용협동조합,본점,(49201) 부산광역시 서구 대신공원로 26(동대신동3가)
89,직장,맥켄지신용협동조합,본점,(48724) 부산광역시 동구 정공단로 27(좌천동)
90,직장,부산은행신용협동조합,본점,(48400) 부산광역시 남구 문현금융로 30(문현동)
91,직장,철도노조부산지부신용협동조합,본점,(48760) 부산광역시 동구 중앙대로 206(초량동)
92,직장,한진중공업신용협동조합,본점,(606796) 부산광역시 영도구 태종로 233(봉래동5가)
