,공동유대,신협 점포명,본 / 지점 구분,(우편번호)주 소
1,지역,거제중앙신용협동조합,본점,(656936) 경상남도 거제시 중곡로3길 15(고현동)
2,지역,거제중앙신용협동조합,지점,(53267) 경상남도 거제시 장평로 20(장평동)
3,지역,거창신용협동조합,본점,(50133) 경상남도 거창군 거창읍중앙로 119-2
4,지역,거창신용협동조합,지점,(50131) 경상남도 거창군 거창읍거열로 84
5,지역,경남고성신용협동조합,본점,(52942) 경상남도 고성군 고성읍중앙로43번길 23
6,지역,경남동부신용협동조합,본점,(645310) 경상남도 창원시 진해구 동진로143번길 2(덕산동)
7,지역,경남동부신용협동조합,지점,(51607) 경상남도 창원시 진해구 안청북로 33(청안동)
8,지역,경남동부신용협동조합,지점,(51661) 경상남도 창원시 진해구 냉천로 72-1(석동)
9,지역,경남동부신용협동조합,지점,(51649) 경상남도 창원시 진해구 충장로523번길 7(풍호동)
10,지역,경남동부신용협동조합,지점,(51680) 경상남도 창원시 진해구 중원동로 66(대흥동)
11,지역,경남마산신용협동조합,본점,(631395) 경상남도 창원시 마산합포구 해안대로 1(월남동5가)
12,지역,경남마산신용협동조합,지점,(51793) 경상남도 창원시 마산합포구 진동면삼진의거대로 629
13,지역,경남제일신용협동조합,본점,(642818) 경상남도 창원시 성산구 원이대로473번길 20-3(반림동)
14,지역,경남제일신용협동조합,지점,(642818) 경상남도 창원시 성산구 원이대로473번길 20-3(반림동)
15,지역,경남제일신용협동조합,지점,"(51485) 경상남도 창원시 성산구 원이대로863번길 19(가음동,창원더샵센트럴파크2단지)"
16,지역,경남제일신용협동조합,지점,"(621922) 경상남도 김해시 함박로 102(외동,한국2차아파트)"
17,지역,경남제일신용협동조합,지점,(51495) 경상남도 창원시 성산구 상남로 132(상남동)
18,지역,경남제일신용협동조합,지점,(51018) 경상남도 김해시 율하3로 38(율하동)
19,지역,경남중앙신용협동조합,본점,(51304) 경상남도 창원시 마산회원구 석전동8길 1(석전동)
20,지역,경남중앙신용협동조합,지점,"(51319) 경상남도 창원시 마산회원구 양덕서로 30(양덕동,메트로시티)"
21,지역,경남중앙신용협동조합,지점,(51389) 경상남도 창원시 의창구 평산로 96(팔용동)
22,지역,경남중앙신용협동조합,지점,(51510) 경상남도 창원시 성산구 가음정로43번길 3(가음동)
23,지역,경남중앙신용협동조합,지점,(51304) 경상남도 창원시 마산회원구 석전동8길 1(석전동)
24,지역,경남항운신용협동조합,본점,(51720) 경상남도 창원시 마산합포구 어시장1길 5(신포동2가)
25,지역,남강신용협동조합,본점,(52767) 경상남도 진주시 도동로232번길 19(하대동)
26,지역,남해신용협동조합,본점,(668802) 경상남도 남해군 남해읍화전로95번길 5
27,지역,남해신용협동조합,지점,(52431) 경상남도 남해군 이동면무림로 60
28,지역,남해신용협동조합,지점,(52437) 경상남도 남해군 남면남서대로 786-1
29,지역,남해신용협동조합,지점,(52442) 경상남도 남해군 미조면미송로 59
30,지역,남해신용협동조합,지점,(52568) 경상남도 사천시 중앙로 12(선구동)
31,지역,마산남성신용협동조합,본점,(51282) 경상남도 창원시 마산합포구 몽고정길 47(부림동)
32,지역,마산남성신용협동조합,지점,(631422) 경상남도 창원시 마산합포구 3·15대로 153(중앙동2가)
33,지역,무학신용협동조합,본점,(51315) 경상남도 창원시 마산회원구 3·15대로 712(석전동)
34,지역,무학신용협동조합,지점,(630852) 경상남도 창원시 마산회원구 내서읍삼계로 6
35,지역,무학신용협동조합,지점,(637921) 경상남도 함안군 칠원읍원서로 14-1
36,지역,미리벌신용협동조합,본점,(627130) 경상남도 밀양시 백민로 55-1(내이동)
37,지역,미리벌신용협동조합,지점,(627140) 경상남도 밀양시 내일상가1길 2-1(내일동)
38,지역,밀양신용협동조합,본점,(50430) 경상남도 밀양시 상설시장1길 17-12(내일동)
39,지역,밀양신용협동조합,지점,(50440) 경상남도 밀양시 밀양중3길 4(삼문동)
40,지역,비사벌신용협동조합,본점,(50365) 경상남도 창녕군 부곡면온천1길 50
41,지역,비사벌신용협동조합,지점,(50347) 경상남도 창녕군 영산면연지길 23
42,지역,새진주신용협동조합,본점,(660806) 경상남도 진주시 동진로 136(상대동)
43,지역,새진주신용협동조합,지점,(660903) 경상남도 진주시 돗골로 12(상평동)
44,지역,새진주신용협동조합,지점,(660040) 경상남도 진주시 진주성로 52(봉곡동)
45,지역,새진주신용협동조합,지점,(660991) 경상남도 진주시 진양호로 149(평거동)
46,지역,신현신용협동조합,본점,(53288) 경상남도 거제시 거제중앙로 1788(상동동)
47,지역,신현신용협동조합,지점,(656930) 경상남도 거제시 거제중앙로19길 3(고현동)
48,지역,아주신용협동조합,본점,(656902) 경상남도 거제시 거제대로 3449(아주동)
49,지역,아주신용협동조합,지점,(656906) 경상남도 거제시 옥포중앙로 46(옥포동)
50,지역,의령신용협동조합,본점,(636805) 경상남도 의령군 의령읍충익로 34
51,지역,장승포신용협동조합,본점,(656900) 경상남도 거제시 능포로 128(능포동)
52,지역,장승포신용협동조합,지점,(656910) 경상남도 거제시 장승포로 34(장승포동)
53,지역,진주가나신용협동조합,본점,(52788) 경상남도 진주시 동진로 121(상대동)
54,지역,진주가나신용협동조합,지점,(52823) 경상남도 진주시 진주대로 554(가좌동)
55,지역,진주중앙신용협동조합,본점,(52774) 경상남도 진주시 대신로 305(상대동)
56,지역,진주중앙신용협동조합,지점,(52762) 경상남도 진주시 하대로 85(하대동)
57,지역,진주중앙신용협동조합,지점,(52629) 경상남도 진주시 금산면금산순환로 9
58,지역,진주행복신용협동조합,본점,(52753) 경상남도 진주시 촉석로211번길 8-1(수정동)
59,지역,진주행복신용협동조합,지점,(52727) 경상남도 진주시 진주대로816번길 3(주약동)
60,지역,진해신용협동조합,본점,(51676) 경상남도 창원시 진해구 중원로 83-1(화천동)
61,지역,창원늘푸른신용협동조합,본점,(51725) 경상남도 창원시 마산합포구 합포서8길 1-2(상남동)
62,지역,창원늘푸른신용협동조합,지점,(51436) 경상남도 창원시 의창구 원이대로 587(용호동)
63,지역,창원미래신용협동조합,본점,(641821) 경상남도 창원시 의창구 지귀로 22(봉곡동)
64,지역,창원미래신용협동조합,지점,(642915) 경상남도 창원시 성산구 동산로 124(상남동)
65,지역,창원신용협동조합,본점,"(51166) 경상남도 창원시 의창구 원이대로69번길 10-22(도계동,진보녹화맨션)"
66,지역,창원신용협동조합,지점,(51382) 경상남도 창원시 의창구 중동로 46(중동)
67,지역,창원행복신용협동조합,본점,(645805) 경상남도 창원시 진해구 여좌남로55번길 19(여좌동)
68,지역,통영복음신용협동조합,본점,(53055) 경상남도 통영시 중앙로 98(서호동)
69,지역,통영복음신용협동조합,지점,(53043) 경상남도 통영시 무전8길 14-5(무전동)
70,지역,하동신용협동조합,본점,(52330) 경상남도 하동군 하동읍시장2길 10
71,지역,하동신용협동조합,지점,(667822) 경상남도 하동군 화개면쌍계로 34
72,지역,함양신용협동조합,본점,(50040) 경상남도 함양군 함양읍고운로 60-1
73,지역,합천신용협동조합,본점,(678804) 경상남도 합천군 합천읍충효로 92
74,지역,회원신용협동조합,본점,(630822) 경상남도 창원시 마산회원구 회원남로 30(회원동)
75,지역,회원신용협동조합,지점,(51272) 경상남도 창원시 마산합포구 노산서18길 48(교원동)
76,단체,경남원광신용협동조합,본점,(631857) 경상남도 창원시 마산합포구 천하장사로 100(상남동)
77,단체,경남치과의사신용협동조합,본점,(51728) 경상남도 창원시 마산합포구 불종거리로 12(동성동)
78,단체,경남한의사신용협동조합,본점,(51257) 경상남도 창원시 마산합포구 3·15대로 259(중앙동3가)
79,단체,마산상공회의소신용협동조합,본점,(51330) 경상남도 창원시 마산합포구 산호남로 65(산호동)
80,단체,부산시약사신용협동조합,지점,(50948) 경상남도 김해시 내외중앙로 60(내동)
81,단체,완월(천)신용협동조합,본점,(51264) 경상남도 창원시 마산합포구 완월동8길 60(완월동)
82,단체,진주교회다소신용협동조합,본점,(52753) 경상남도 진주시 촉석로201번길 8-1(평안동)
83,단체,진주치과의사신용협동조합,본점,(52753) 경상남도 진주시 향교로 4(평안동)
84,직장,LG전자창원공장신용협동조합,본점,(51533) 경상남도 창원시 성산구 성산패총로 170(가음정동)
85,직장,LG전자창원공장신용협동조합,지점,(51554) 경상남도 창원시 성산구 완암로 84(성산동)
86,직장,경남과학기술대학교신용협동조합,본점,(52725) 경상남도 진주시 동진로 33(칠암동)
87,직장,경상대학교신용협동조합,본점,(52828) 경상남도 진주시 진주대로 501(가좌동)
88,직장,경일학원신용협동조합,본점,(51519) 경상남도 창원시 성산구 두대로 165(중앙동)
89,직장,대림자동차&오토바이신용협동조합,본점,(51576) 경상남도 창원시 성산구 공단로 602(성산동)
90,직장,두산공작기계&한화디펜스신용협동조합,본점,(51537) 경상남도 창원시 성산구 정동로162번길 56(남산동)
91,직장,문화교육원신용협동조합,본점,(51759) 경상남도 창원시 마산합포구 고운로 65(문화동)
92,직장,문화교육원신용협동조합,지점,(51217) 경상남도 창원시 마산회원구 내서읍함마대로 2640
93,직장,삼성공조신용협동조합,본점,(642050) 경상남도 창원시 성산구 연덕로 176(내동)
94,직장,세방전지신용협동조합,본점,(51537) 경상남도 창원시 성산구 정동로 122(남산동)
95,직장,진주KT신용협동조합,본점,(52783) 경상남도 진주시 대신로 265(상대동)
96,직장,진주교육대학신용협동조합,본점,(52673) 경상남도 진주시 진양호로369번길 3(신안동)
97,직장,진주동명학교신용협동조합,본점,(52733) 경상남도 진주시 대신로 454-25(초전동)
98,직장,현대위아주식회사신용협동조합,본점,(51533) 경상남도 창원시 성산구 정동로 153(가음정동)
