,index,공동유대,신협 점포명,본 / 지점 구분,(우편번호)주 소
50,0,지역,영주영남신용협동조합,지점,(36096) 경상북도 영주시 구성로 386(영주동)
51,1,지역,영주장수신용협동조합,본점,(36145) 경상북도 영주시 장수면장수로 63
52,2,지역,영천신용협동조합,본점,(38890) 경상북도 영천시 시장로 76(완산동)
53,3,지역,영천신용협동조합,지점,(38858) 경상북도 영천시 호국로 57-1(야사동)
54,4,지역,예성신용협동조합,본점,(36853) 경상북도 예천군 지보면지보로 162
55,5,지역,예성신용협동조합,지점,(37313) 경상북도 의성군 안계면안계길 151
56,6,지역,예천한일신용협동조합,본점,(36828) 경상북도 예천군 예천읍맛고을길 28-1
57,7,지역,왜관신용협동조합,본점,(718805) 경상북도 칠곡군 왜관읍중앙로 183
58,8,지역,왜관신용협동조합,지점,(718805) 경상북도 칠곡군 왜관읍중앙로 233
59,9,지역,왜관신용협동조합,지점,(718807) 경상북도 칠곡군 왜관읍중앙로 83
60,0,지역,왜관신용협동조합,지점,(39836) 경상북도 칠곡군 석적읍유학로 18
61,1,지역,의성신용협동조합,본점,(37338) 경상북도 의성군 의성읍동서2길 23
62,2,지역,진보신용협동조합,본점,(37405) 경상북도 청송군 진보면진보로 147
63,3,지역,청송신용협동조합,본점,(37462) 경상북도 청송군 현서면구산동로 31
64,4,지역,춘양신용협동조합,본점,(755847) 경상북도 봉화군 춘양면의양로4길 4
65,5,지역,포항서부신용협동조합,본점,(37742) 경상북도 포항시 북구 용당로 34-1(용흥동)
66,6,지역,포항서부신용협동조합,지점,(37645) 경상북도 포항시 북구 대안길 63(용흥동)
67,7,지역,포항서부신용협동조합,지점,(37714) 경상북도 포항시 북구 학전로 38-1(항구동)
68,8,지역,포항신용협동조합,본점,(791842) 경상북도 포항시 북구 중앙로245번길 8(죽도동)
69,9,지역,포항신용협동조합,지점,(790838) 경상북도 포항시 남구 해동로 85-1(해도동)
70,0,지역,포항신용협동조합,지점,(790330) 경상북도 포항시 남구 효자동길6번길 13(효자동)
71,1,지역,포항제일신용협동조합,본점,(37738) 경상북도 포항시 북구 칠성로 35(남빈동)
72,2,지역,풍양신용협동조합,본점,(36865) 경상북도 예천군 풍양면낙상2길 38
73,3,지역,풍천신용협동조합,본점,(36760) 경상북도 안동시 풍천면구담배나들길 7
74,4,지역,풍천신용협동조합,지점,(36759) 경상북도 안동시 풍천면검무로 50
75,5,지역,호명신용협동조합,본점,(757883) 경상북도 예천군 호명면오천길 14
76,6,지역,호명신용협동조합,지점,(36849) 경상북도 예천군 호명면새움3로 14
77,7,단체,경북건축사신용협동조합,본점,(36759) 경상북도 안동시 풍천면천년숲서로 7-19
78,8,직장,안동성소병원신용협동조합,본점,(36690) 경상북도 안동시 서동문로 99(금곡동)
79,9,직장,케이이씨신용협동조합,본점,(39256) 경상북도 구미시 수출대로 41(공단동)
80,0,직장,코오롱인더스트리신용협동조합,지점,(39366) 경상북도 구미시 수출대로 48(공단동)
81,1,직장,코오롱인더스트리신용협동조합,지점,(39366) 경상북도 구미시 수출대로 48(공단동)
82,2,직장,티씨씨신용협동조합,본점,(37862) 경상북도 포항시 남구 괴동로 100(장흥동)
83,3,직장,한전기술신용협동조합,본점,(39660) 경상북도 김천시 혁신로 269(율곡동)
